mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_batch_size,param_epochs,params,split0_test_recall,split1_test_recall,split2_test_recall,split3_test_recall,split4_test_recall,mean_test_recall,std_test_recall,rank_test_recall,split0_train_recall,split1_train_recall,split2_train_recall,split3_train_recall,split4_train_recall,mean_train_recall,std_train_recall,split0_test_precision,split1_test_precision,split2_test_precision,split3_test_precision,split4_test_precision,mean_test_precision,std_test_precision,rank_test_precision,split0_train_precision,split1_train_precision,split2_train_precision,split3_train_precision,split4_train_precision,mean_train_precision,std_train_precision,split0_test_f1,split1_test_f1,split2_test_f1,split3_test_f1,split4_test_f1,mean_test_f1,std_test_f1,rank_test_f1,split0_train_f1,split1_train_f1,split2_train_f1,split3_train_f1,split4_train_f1,mean_train_f1,std_train_f1,split0_test_accuracy,split1_test_accuracy,split2_test_accuracy,split3_test_accuracy,split4_test_accuracy,mean_test_accuracy,std_test_accuracy,rank_test_accuracy,split0_train_accuracy,split1_train_accuracy,split2_train_accuracy,split3_train_accuracy,split4_train_accuracy,mean_train_accuracy,std_train_accuracy
340.9779290676117,1.4064998181950215,4.0655837059021,0.22303693453526688,32,10,"{'batch_size': 32, 'epochs': 10}",0.9997941210110945,0.9998627473407298,0.9997483643683945,0.9998856201674521,0.9996568605023562,0.9997895426780055,8.235408997037415e-05,4,0.9997883985199334,0.9997712416431713,0.9997998375824955,0.999765524025209,0.9998227132873532,0.9997895430116326,2.0588380403763157e-05,0.9980817538250742,0.9983554509947238,0.9982868107268491,0.9986063513822253,0.9978763244428206,0.9982413382743387,0.0002478008553119231,3,0.9983324957741331,0.9982811589899382,0.9983952394005848,0.9982982611426777,0.9980248097594949,0.9982663930133657,0.00012693860465695276,0.9989372035883664,0.9991085306756882,0.9990170529877017,0.9992455763339583,0.9987657989166459,0.9990148325004722,0.0001612891621667863,3,0.9990599167354822,0.9990256446889064,0.9990970448220092,0.9990313538472968,0.9989229525384894,0.9990273825264369,5.8027104070394316e-05,0.998259274510538,0.9985400366862577,0.9983902968592071,0.9987646233036968,0.9979784744969583,0.9983865411713315,0.00026428631852264177,3,0.9984604729951053,0.9984043200344405,0.998521305369159,0.9984136862842355,0.9982358694075423,0.9984071308180965,9.514469122808308e-05
668.5439260005951,8.951680684366059,3.8757168292999267,0.4874902530676836,32,20,"{'batch_size': 32, 'epochs': 20}",0.9998169964543063,0.9998627473407298,0.9997941163014137,0.9999313721004712,0.9996568605023562,0.9998124185398556,9.081538420765586e-05,2,0.9998341501912992,0.9997712416431713,0.9998398700659964,0.99980555650871,0.9998284322135675,0.9998158501245488,2.516360122133507e-05,0.9985378446916908,0.9986063513822253,0.9981045035169452,0.9985836017636442,0.998332267202778,0.9984329137114567,0.00019067301901153988,1,0.9987603187751721,0.9986119044898892,0.9981786935694751,0.9982413265422653,0.9984294957824823,0.9984443478318568,0.00021905400484363677,0.9991770111789314,0.9992341544264731,0.9989485954606752,0.999257032473396,0.9989941247742496,0.9991221836627451,0.00012669621384677203,1,0.9992969460020235,0.9991912367790076,0.9990085912567462,0.9990228292236921,0.9991284743157094,0.9991296155154357,0.00010756222152631697,0.9986523415565455,0.998745928948452,0.9982779919889192,0.9987833411324286,0.9983528310715957,0.9985624869395882,0.00020755450235520812,1,0.9988488643063705,0.9986757260109873,0.998376243554108,0.9983996481097598,0.9985727855949612,0.9985746535152373,0.00017629753323224832
230.82966122627258,19.271157247384114,4.618704080581665,0.387621543291772,64,10,"{'batch_size': 64, 'epochs': 10}",0.9997712455678829,0.9998627473407298,0.9997483643683945,0.9999313721004712,0.9997026124353754,0.9998032683625707,8.26073121976448e-05,3,0.9997883985199334,0.9997598037253298,0.9997998375824955,0.99980555650871,0.9998570268446396,0.9998021246362215,3.165667897858859e-05,0.997899399502249,0.998241447037866,0.9980588289028958,0.998423937871174,0.9979447831746249,0.9981136792977618,0.00019495398163656128,4,0.998229886370125,0.9981557400449931,0.9981387275976454,0.9981216422213721,0.9980932481574726,0.9981478488783215,4.592090138423537e-05,0.9988344455617516,0.999051439412121,0.9989028822198349,0.9991770864287836,0.9988229244043196,0.9989577556053622,0.0001365859244728914,4,0.9990085346027139,0.9989571279589708,0.9989685920567303,0.9989628897377512,0.998974358974359,0.9989743006661052,1.805361566445091e-05,0.9980908172051062,0.9984464492943511,0.998203122075394,0.9986523163313056,0.9980720636406177,0.9982929537093549,0.00022379620190936744,4,0.998376243554108,0.9982920141131107,0.9983107317666657,0.9983013808884292,0.998320098454397,0.9983200937553421,2.9594203660350843e-05
370.2187455177307,43.23485973263202,2.1646316051483154,1.2118141225696704,64,20,"{'batch_size': 64, 'epochs': 20}",0.9998169964543063,0.9998627473407298,0.9997941163014137,0.9999313721004712,0.9997026124353754,0.9998215689264593,7.573321559184588e-05,1,0.9998284312323784,0.999776960602092,0.9998169943611388,0.99980555650871,0.9998627457708541,0.9998181376950347,2.8110438574681868e-05,0.9978539302755645,0.998469480994152,0.9984465309665775,0.9987204971782393,0.9982411256795651,0.9983463130188198,0.0002893900186792257,2,0.9982812571376365,0.9984008954985208,0.9984351798972017,0.9983895469030187,0.9983155274112225,0.99836448136952,5.705315833923588e-05,0.9988344988344987,0.9991656284646421,0.9991198692377152,0.9993255678375876,0.9989713345220135,0.9990833797792915,0.00016807572505192958,2,0.9990542451819364,0.9990884542298296,0.9991256093588374,0.999097049982284,0.9990885375742526,0.999090779265428,2.2793102128613153e-05,0.9980908172051062,0.9986336240781641,0.9985587541646389,0.9988956481048198,0.998315395414132,0.9984988477933723,0.0002754442389432736,2,0.9984511141683279,0.9985072671289927,0.9985680995030463,0.99852131228855,0.9985072741140743,0.9985110134405982,3.736529145335274e-05
344.646506690979,20.55936184353351,3.9499606609344484,0.6083984514935215,32,10,"{'batch_size': 32, 'epochs': 10}",0.9998627473407298,0.9997254946814594,0.9997712403349042,0.9998856201674521,0.9998627442009425,0.9998215693450975,6.205941376237848e-05,1,0.9998227122734578,0.999857026026982,0.9998169943611388,0.9997826808038522,0.9998284322135675,0.9998215691357997,2.3827843617585678e-05,0.9986063513822253,0.9981728067971587,0.9981956467121942,0.998469480994152,0.9977856409085721,0.9982459853588604,0.0002827083528806168,3,0.9983211512105985,0.998201510730986,0.9982584465343086,0.9984123176735314,0.9981501781309948,0.9982687208560839,9.169964921498713e-05,0.9992341544264731,0.9989485473953689,0.998982822268192,0.9991770488055778,0.9988231126955289,0.999033137118228,0.00015160197587603082,3,0.9990713675470103,0.9990285825304853,0.9990371125949673,0.9990970293408314,0.998988600325705,0.9990445384678,3.7185756700198246e-05,0.998745928948452,0.9982779919889192,0.9983341444240632,0.9986523163313056,0.9980720636406177,0.9984164890666716,0.0002484898747542451,3,0.9984791906486603,0.9984089994478292,0.9984230376879955,0.99852131228855,0.9983434954118566,0.9984352070969782,6.0982990105329646e-05
657.7785984516144,14.413986125346149,4.868343353271484,1.1898826957274873,32,20,"{'batch_size': 32, 'epochs': 20}",0.9996111174654009,0.9997254946814594,0.9998169922679233,0.9999084961339617,0.9998169922679233,0.9997758185633338,0.00010065071325548323,4,0.9996511435058362,0.9998627449859028,0.9998398700659964,0.9998169943611388,0.9997998375824955,0.9997941181002739,7.456629565864971e-05,0.9986744675015998,0.9985148967282033,0.99812734082397,0.9985151342090234,0.9981729319873932,0.9984009542500379,0.00021339536514674768,2,0.9984121000262746,0.998526480515846,0.9982584863105605,0.9982014491181391,0.9985777280204716,0.9983952487982585,0.00014633296838501795,0.9991425729670405,0.9991198289953476,0.9989714520810953,0.9992113294242704,0.9989942857142856,0.9990878938364078,9.117803349681852e-05,2,0.9990312375868385,0.9991941659903758,0.9990485523996194,0.9990085685959104,0.9991884091103935,0.9990941867366276,8.031097196691351e-05,0.9985961891214016,0.9985587541646389,0.9983154269456819,0.9987084698175012,0.9983528310715957,0.9985063342241638,0.00014945859469204522,2,0.998413678861218,0.998680405424376,0.9984417553415503,0.9983762511523001,0.9986710528162918,0.9985166287191471,0.000131590400978808
210.03853430747986,9.491361107175093,4.603079795837402,0.44266628322518553,64,10,"{'batch_size': 64, 'epochs': 10}",0.9998627473407298,0.9997026192382478,0.9997712403349042,0.9998856201674521,0.9998398682344329,0.9998124190631532,6.692754800202384e-05,2,0.9998227122734578,0.9998284312323784,0.9998112754349243,0.9997826808038522,0.9998227132873532,0.9998135626063931,1.641611579892372e-05,0.9984238658687011,0.9982639682032071,0.9981500513874615,0.9985607237503427,0.9978083692897747,0.9982413956998973,0.0002575387114545151,4,0.9981729528507645,0.9982869574651538,0.9982356367124602,0.9983495993923784,0.9981843615290188,0.9982459015899552,6.58071188782762e-05,0.9991427885659424,0.9989827757649182,0.9989599881141499,0.999222732780102,0.998823085800473,0.999026274205117,0.00014123955246381963,4,0.9989971514529875,0.9990570997531315,0.9990228348076527,0.999065626187612,0.9990028656897226,0.9990291155782213,2.780772795670893e-05,0.9985961891214016,0.9983341444240632,0.9982967094673005,0.998727187646233,0.9980720636406177,0.9984052588599234,0.00023149591616163423,4,0.9983575259005532,0.9984557935817165,0.9983996406210518,0.9984698389821388,0.9983668923693163,0.9984099382909554,4.560011521459042e-05
362.3493331432343,30.112391858299137,1.692357349395752,0.5099573727002144,64,20,"{'batch_size': 64, 'epochs': 20}",0.999839871897518,0.9997026192382478,0.9997712403349042,0.9997941163014137,0.9998169922679233,0.9997849680080012,4.7102973300110894e-05,3,0.9997941174788542,0.9998627449859028,0.9998169943611388,0.9996797401319928,0.9997998375824955,0.9997906869080767,6.047997924634898e-05,0.9984238298649976,0.9983323814962879,0.9989485714285714,0.9985149645876171,0.9981045468039919,0.9984648588362932,0.0002776857363876747,1,0.9982355964140924,0.9983668248448198,0.9988059530950952,0.9982354049717037,0.9984009411603456,0.9984089440972113,0.00020958028063056085,0.9991313491519225,0.9990170305177735,0.9993597365773348,0.9991541310411046,0.9989600356559204,0.9991244565888111,0.00013773841690400284,1,0.9990142491006809,0.9991142249754269,0.9993112180009317,0.9989570504816141,0.9990998997031098,0.9990993284523526,0.00012049973490636765,0.9985774716430202,0.9983902968592071,0.9989518212106465,0.9986148806738419,0.9982966775854001,0.9985662295944231,0.00022573649176683156,1,0.9983856023808856,0.9985493818494914,0.9988722613733142,0.9982920221054454,0.998525991680042,0.9985250518778358,0.00019743165983159133
324.88305349349974,2.2359233015829356,3.7093385219573975,0.3141479423665029,32,10,"{'batch_size': 32, 'epochs': 10}",0.9998169964543063,0.9998627473407298,0.9996568605023562,0.9998398682344329,0.9998856201674521,0.9998124185398556,8.107306894889754e-05,1,0.9997941174788542,0.9998398691502199,0.999765524025209,0.9998398700659964,0.999834151139782,0.9998147063720124,2.995757551680735e-05,0.9984694110659296,0.9985379114979553,0.998742972071125,0.9982185680027407,0.9978084693528136,0.9983554663981128,0.0003207420105375964,2,0.9982925993604386,0.9984066975809215,0.9986119044898892,0.998144500585196,0.9984523129640206,0.998381602996093,0.00015672116398858987,0.999142749374207,0.9991998902706657,0.9991997073215347,0.9990285603264037,0.9988459648761984,0.9990833744338019,0.00013416597852496028,1,0.9990427942407645,0.999122769419799,0.9991883812778994,0.9989914660312617,0.99914275427337,0.999097633048619,7.096722288229056e-05,0.9985961891214016,0.9986897765133081,0.9986897765133081,0.9984089845577913,0.9981094992980815,0.998498845200778,0.00022002297070802126,1,0.9984323965147729,0.9985634200896576,0.9986710465975985,0.9983481748033486,0.9985961825524209,0.9985222441115598,0.00011634195182314838
675.5409049510956,17.874989970590597,4.334331798553467,1.1587950379773901,32,20,"{'batch_size': 32, 'epochs': 20}",0.9998169964543063,0.9998627473407298,0.9995653566363178,0.9997712403349042,0.9998627442009425,0.99977581699344,0.000110565347559418,4,0.9997883985199334,0.9998341501912992,0.9997026158368505,0.9998169943611388,0.9997883997300667,0.9997861117278577,4.526247716461401e-05,0.9983553758651408,0.9983554509947238,0.9982864976010967,0.9986518291707607,0.9982870063723362,0.9983872320008116,0.0001358153923250952,1,0.9982697875207711,0.9980476108922761,0.9982582476257916,0.9985492346355952,0.9987602691986883,0.9983770299746245,0.0002492604542397666,0.9990856515875375,0.9991085306756882,0.9989255178089709,0.9992112212352962,0.9990742539744218,0.9990810350563828,9.160497796090633e-05,2,0.9990285159151951,0.998940081765121,0.9989799096491403,0.9991827123661907,0.9992740700093742,0.9990810579410043,0.00012684888985421247,0.998502601729495,0.9985400366862577,0.9982405570321566,0.9987084698175012,0.9984838558727188,0.9984951042276258,0.00015001387504172796,2,0.9984089994478292,0.9982639376327783,0.9983294494202207,0.998661694033308,0.9988114345610497,0.9984951030190372,0.00020789929585623865
